"Name","vCPUs","MemoryGB","CachedDiskBytes","MaxResourceVolumeMB","CpuArchitectureType","LowPriorityCapable","EphemeralOSDiskSupported","EncryptionAtHostSupported","Regions"
"Standard_D64ds_v5","64","256","0","2457600","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64lds_v5","64","128","0","2457600","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64ls_v5","64","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2"
"Standard_D64pds_v5","64","208","1717986918400","2457600","Arm64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64plds_v5","64","128","1717986918400","2457600","Arm64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64pls_v5","64","128","1717986918400","0","Arm64","True","False","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64ps_v5","64","208","1717986918400","0","Arm64","True","False","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64s_v3","64","256","1717986918400","524288","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64s_v4","64","256","1717986918400","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D64s_v5","64","256","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8_v3","8","32","0","204800","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8_v4","8","32","214748364800","0","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8_v5","8","32","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8a_v4","8","32","0","204800","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8ads_v5","8","32","0","307200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8as_v4","8","32","214748364800","65536","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8as_v5","8","32","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8d_v4","8","32","0","307200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8d_v5","8","32","0","307200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8ds_v4","8","32","214748364800","307200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8ds_v5","8","32","0","307200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8lds_v5","8","16","0","307200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8ls_v5","8","16","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2"
"Standard_D8pds_v5","8","32","214748364800","307200","Arm64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8plds_v5","8","16","214748364800","307200","Arm64","True","True","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8pls_v5","8","16","214748364800","0","Arm64","True","False","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8ps_v5","8","32","214748364800","0","Arm64","True","False","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8s_v3","8","32","214748364800","65536","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8s_v4","8","32","214748364800","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D8s_v5","8","32","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96_v5","96","384","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96a_v4","96","384","0","2457600","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96ads_v5","96","384","0","2457600","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96as_v4","96","384","1717986918400","786432","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96as_v5","96","384","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96d_v5","96","384","0","3686400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96ds_v5","96","384","0","3686400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96lds_v5","96","192","0","3686400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_D96ls_v5","96","192","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2"
"Standard_D96s_v5","96","384","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DC16ads_cc_v5","16","64","429497000000","614400","x64","True","True","True","eastus,westus"
"Standard_DC16ads_v5","16","64","0","614400","x64","True","True","True","eastus,westus"
"Standard_DC16as_cc_v5","16","64","0","0","x64","True","False","True","eastus,westus"
"Standard_DC16as_v5","16","64","0","0","x64","True","False","True","eastus,westus"
"Standard_DC16ds_v3","16","128","0","1228800","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC16s_v3","16","128","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC1ds_v3","1","8","0","76800","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC1s_v2","1","4","22020096","51200","x64","True","True","True","canadacentral,canadaeast,eastus,northcentralus,southcentralus,westus,westus2"
"Standard_DC1s_v3","1","8","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC24ds_v3","24","192","0","1843200","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC24s_v3","24","192","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC2ads_v5","2","8","0","76800","x64","True","True","True","eastus,westus"
"Standard_DC2as_v5","2","8","0","0","x64","True","False","True","eastus,eastus2,westus"
"Standard_DC2ds_v3","2","16","0","153600","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC2s_v2","2","8","45088768","102400","x64","True","True","True","canadacentral,canadaeast,eastus,northcentralus,southcentralus,westus,westus2"
"Standard_DC2s_v3","2","16","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC32ads_cc_v5","32","128","858993000000","1228800","x64","True","True","True","eastus,westus"
"Standard_DC32ads_v5","32","128","0","1228800","x64","True","True","True","eastus,westus"
"Standard_DC32as_cc_v5","32","128","0","0","x64","True","False","True","eastus,westus"
"Standard_DC32as_v5","32","128","0","0","x64","True","False","True","eastus,westus"
"Standard_DC32ds_v3","32","256","0","2457600","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC32s_v3","32","256","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC48ads_cc_v5","48","192","1288490000000","1843200","x64","True","True","True","eastus,westus"
"Standard_DC48ads_v5","48","192","0","1843200","x64","True","True","True","eastus,westus"
"Standard_DC48as_cc_v5","48","192","0","0","x64","True","False","True","eastus,westus"
"Standard_DC48as_v5","48","192","0","0","x64","True","False","True","eastus,westus"
"Standard_DC48ds_v3","48","384","0","2457600","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC48s_v3","48","384","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC4ads_cc_v5","4","16","107374000000","153600","x64","True","True","True","eastus,westus"
"Standard_DC4ads_v5","4","16","0","153600","x64","True","True","True","eastus,westus"
"Standard_DC4as_cc_v5","4","16","0","0","x64","True","False","True","eastus,westus"
"Standard_DC4as_v5","4","16","0","0","x64","True","False","True","eastus,westus"
"Standard_DC4ds_v3","4","32","0","307200","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC4s_v2","4","16","90177536","204800","x64","True","True","True","canadacentral,canadaeast,eastus,northcentralus,southcentralus,westus,westus2"
"Standard_DC4s_v3","4","32","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC64ads_cc_v5","64","256","1717990000000","2457600","x64","True","True","True","eastus,westus"
"Standard_DC64ads_v5","64","256","0","2457600","x64","True","True","True","eastus,westus"
"Standard_DC64as_cc_v5","64","256","0","0","x64","True","False","True","eastus,westus"
"Standard_DC64as_v5","64","256","0","0","x64","True","False","True","eastus,westus"
"Standard_DC8_v2","8","32","180355072","409600","x64","True","True","True","canadacentral,canadaeast,eastus,northcentralus,southcentralus,westus,westus2"
"Standard_DC8ads_cc_v5","8","32","214748000000","307200","x64","True","True","True","eastus,westus"
"Standard_DC8ads_v5","8","32","0","307200","x64","True","True","True","eastus,westus"
"Standard_DC8as_cc_v5","8","32","0","0","x64","True","False","True","eastus,westus"
"Standard_DC8as_v5","8","32","0","0","x64","True","False","True","eastus,westus"
"Standard_DC8ds_v3","8","64","0","614400","x64","True","True","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC8s_v3","8","64","0","0","x64","True","False","True","canadacentral,centralus,eastus,eastus2,southcentralus,westus,westus2"
"Standard_DC96ads_cc_v5","96","384","1717990000000","3686400","x64","True","True","True","eastus,westus"
"Standard_DC96ads_v5","96","384","0","2457600","x64","True","True","True","eastus,westus"
"Standard_DC96as_cc_v5","96","384","0","0","x64","True","False","True","eastus,westus"
"Standard_DC96as_v5","96","384","0","0","x64","True","False","True","eastus,westus"
"Standard_DS1","1","4","46170898432","7168","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS1_v2","1","4","46170898432","7168","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS11","2","14","77309411328","28672","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS11_v2","2","14","77309411328","28672","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS11-1_v2","2","14","77309411328","28672","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS12","4","28","154618822656","57344","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS12_v2","4","28","154618822656","57344","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS12-1_v2","4","28","154618822656","57344","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS12-2_v2","4","28","154618822656","57344","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS13","8","56","309237645312","114688","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS13_v2","8","56","309237645312","114688","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS13-2_v2","8","56","309237645312","114688","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS13-4_v2","8","56","309237645312","114688","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS14","16","112","618475290624","229376","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS14_v2","16","112","618475290624","229376","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS14-4_v2","16","112","618475290624","229376","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS14-8_v2","16","112","618475290624","229376","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS15_v2","20","140","773094113280","286720","x64","True","True","True","canadacentral,centralus,eastus,northcentralus,westus2,westus3"
"Standard_DS2","2","7","92341796864","14336","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS2_v2","2","7","92341796864","14336","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS3","4","14","184683593728","28672","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS3_v2","4","14","184683593728","28672","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS4","8","28","369367187456","57344","x64","True","True","True","canadacentral,canadaeast,centralus,eastus2,northcentralus"
"Standard_DS4_v2","8","28","369367187456","57344","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_DS5_v2","16","56","738734374912","114688","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E104i_v5","104","672","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E104id_v5","104","672","0","3891200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E104ids_v5","104","672","0","3891200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E104is_v5","104","672","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E112iads_v5","112","672","0","3891200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E112ias_v5","112","672","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E112ibds_v5","112","672","0","3891200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E112ibs_v5","112","672","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16_v3","16","128","0","409600","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16_v4","16","128","429496729600","0","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4ads_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4as_v4","16","128","429497000000","262144","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4as_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4ds_v4","16","128","429496729600","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4ds_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4s_v3","16","128","429496729600","262144","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4s_v4","16","128","429496729600","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-4s_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8ads_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8as_v4","16","128","429497000000","262144","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8as_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8ds_v4","16","128","429496729600","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8ds_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8s_v3","16","128","429496729600","262144","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8s_v4","16","128","429496729600","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16-8s_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16a_v4","16","128","0","409600","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16ads_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16as_v4","16","128","429496729600","262144","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16as_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16bds_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16bs_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16d_v4","16","128","0","614400","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16d_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16ds_v4","16","128","429496729600","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16ds_v5","16","128","0","614400","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16ps_v5","16","128","429496729600","0","Arm64","True","False","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16s_v3","16","128","429496729600","262144","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16s_v4","16","128","429496729600","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E16s_v5","16","128","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2_v3","2","16","0","51200","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2_v4","2","16","53687091200","0","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2_v5","2","16","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20_v3","20","160","0","512000","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20_v4","20","160","429496729600","0","x64","True","False","False","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20_v5","20","160","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20a_v4","20","160","0","512000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20ads_v5","20","160","0","768000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20as_v4","20","160","429496729600","327680","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20as_v5","20","160","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20d_v4","20","160","0","768000","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20d_v5","20","160","0","768000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20ds_v4","20","160","429496729600","768000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20ds_v5","20","160","0","768000","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20ps_v5","20","160","536870912000","0","Arm64","True","False","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20s_v3","20","160","429496729600","327680","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20s_v4","20","160","429496729600","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E20s_v5","20","160","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2a_v4","2","16","0","51200","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2ads_v5","2","16","0","76800","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2as_v4","2","16","53687091200","32768","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2as_v5","2","16","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2bds_v5","2","16","0","76800","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2bs_v5","2","16","0","0","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2d_v4","2","16","0","76800","x64","True","False","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2d_v5","2","16","0","76800","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2ds_v4","2","16","53687091200","76800","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2ds_v5","2","16","0","76800","x64","True","True","True","canadacentral,canadaeast,centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
"Standard_E2ps_v5","2","16","53687091200","0","Arm64","True","False","True","centralus,eastus,eastus2,northcentralus,southcentralus,westcentralus,westus,westus2,westus3"
